Key,Category,Type (observed),คำอธิบายสำหรับ End User,ความหมาย (TH),หลักฐานใน repo
seg_new_users_0_7d_redeem_rate_delta,Segment Delta,number,อัตราแลก ผู้ใช้ใหม่ 0-7 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_new_users_0_7d_redeem_rate เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_redeem_rate_prev,Segment Delta,number,อัตราแลก ผู้ใช้ใหม่ 0-7 วัน ค่าเดิม,ค่า seg_new_users_0_7d_redeem_rate ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_redeem_rate_wow_pct,Segment Delta,null/unknown,อัตราแลก ผู้ใช้ใหม่ 0-7 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_new_users_0_7d_redeem_rate เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_share,Segment KPI,number,สัดส่วนผู้ใช้ ผู้ใช้ใหม่ 0-7 วัน,สัดส่วนผู้ใช้ของเซกเมนต์ new_users_0_7d เทียบกับ population ใน window (share = n_seg / pop_count),src/segments.py::compute_segment_kpis
seg_new_users_0_7d_transactions,Segment KPI,number,จำนวนธุรกรรม ผู้ใช้ใหม่ 0-7 วัน,ผลรวมจำนวนธุรกรรมของผู้ใช้ในเซกเมนต์ new_users_0_7d ภายใน window,src/segments.py::compute_segment_kpis
seg_new_users_0_7d_transactions_cold_start_increase,Segment Delta,boolean,จำนวนธุรกรรม ผู้ใช้ใหม่ 0-7 วัน เพิ่มจาก 0,ธง cold-start ของ seg_new_users_0_7d_transactions (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_transactions_delta,Segment Delta,number,จำนวนธุรกรรม ผู้ใช้ใหม่ 0-7 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_new_users_0_7d_transactions เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_transactions_prev,Segment Delta,number,จำนวนธุรกรรม ผู้ใช้ใหม่ 0-7 วัน ค่าเดิม,ค่า seg_new_users_0_7d_transactions ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_transactions_wow_pct,Segment Delta,number,จำนวนธุรกรรม ผู้ใช้ใหม่ 0-7 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_new_users_0_7d_transactions เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_users,Segment KPI,number,จำนวนผู้ใช้ ผู้ใช้ใหม่ 0-7 วัน,จำนวนผู้ใช้ในเซกเมนต์ new_users_0_7d ภายใน window (n_seg),src/segments.py::compute_segment_kpis
seg_new_users_0_7d_users_cold_start_increase,Segment Delta,boolean,จำนวนผู้ใช้ ผู้ใช้ใหม่ 0-7 วัน เพิ่มจาก 0,ธง cold-start ของ seg_new_users_0_7d_users (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_users_delta,Segment Delta,number,จำนวนผู้ใช้ ผู้ใช้ใหม่ 0-7 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_new_users_0_7d_users เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_users_prev,Segment Delta,number,จำนวนผู้ใช้ ผู้ใช้ใหม่ 0-7 วัน ค่าเดิม,ค่า seg_new_users_0_7d_users ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_users_wow_pct,Segment Delta,number,จำนวนผู้ใช้ ผู้ใช้ใหม่ 0-7 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_new_users_0_7d_users เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_non_redeemers_activity_completion_rate,Segment KPI,number,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ที่ยังไม่แลกรับ,completion rate ของเซกเมนต์ non_redeemers ใน window (completed/activity_count),src/segments.py::compute_segment_kpis
seg_non_redeemers_activity_completion_rate_cold_start_increase,Segment Delta,boolean,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ที่ยังไม่แลกรับ เพิ่มจาก 0,ธง cold-start ของ seg_non_redeemers_activity_completion_rate (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_non_redeemers_activity_completion_rate_delta,Segment Delta,number,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ที่ยังไม่แลกรับ เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_non_redeemers_activity_completion_rate เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_non_redeemers_activity_completion_rate_prev,Segment Delta,number,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ที่ยังไม่แลกรับ ค่าเดิม,ค่า seg_non_redeemers_activity_completion_rate ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_non_redeemers_activity_completion_rate_wow_pct,Segment Delta,null/unknown,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ที่ยังไม่แลกรับ %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_non_redeemers_activity_completion_rate เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_non_redeemers_dormant_share,Segment KPI,number,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ที่ยังไม่แลกรับ,สัดส่วนผู้ใช้ของเซกเมนต์ non_redeemers_dormant เทียบกับ population ใน window (share = n_seg / pop_count),src/segments.py::compute_segment_kpis
seg_non_redeemers_dormant_share_cold_start_increase,Segment Delta,boolean,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ที่ยังไม่แลกรับ เพิ่มจาก 0,ธง cold-start ของ seg_non_redeemers_dormant_share (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_non_redeemers_dormant_share_delta,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ที่ยังไม่แลกรับ เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_non_redeemers_dormant_share เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_non_redeemers_dormant_share_prev,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ที่ยังไม่แลกรับ ค่าเดิม,ค่า seg_non_redeemers_dormant_share ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_non_redeemers_dormant_share_wow_pct,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ที่ยังไม่แลกรับ %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_non_redeemers_dormant_share เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_non_redeemers_gmv_net,Segment KPI,number,GMV สุทธิ ผู้ใช้ที่ยังไม่แลกรับ,ผลรวม GMV สุทธิของผู้ใช้ในเซกเมนต์ non_redeemers ภายใน window,src/segments.py::compute_segment_kpis
seg_non_redeemers_gmv_net_cold_start_increase,Segment Delta,boolean,GMV สุทธิ ผู้ใช้ที่ยังไม่แลกรับ เพิ่มจาก 0,ธง cold-start ของ seg_non_redeemers_gmv_net (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_non_redeemers_gmv_net_delta,Segment Delta,number,GMV สุทธิ ผู้ใช้ที่ยังไม่แลกรับ เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_non_redeemers_gmv_net เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_non_redeemers_gmv_net_prev,Segment Delta,number,GMV สุทธิ ผู้ใช้ที่ยังไม่แลกรับ ค่าเดิม,ค่า seg_non_redeemers_gmv_net ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_non_redeemers_gmv_net_wow_pct,Segment Delta,number,GMV สุทธิ ผู้ใช้ที่ยังไม่แลกรับ %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_non_redeemers_gmv_net เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_non_redeemers_redeem_rate,Segment KPI,number,อัตราแลก ผู้ใช้ที่ยังไม่แลกรับ,redeem proxy rate ของเซกเมนต์ non_redeemers ใน window (redeem_count/activity_count),src/segments.py::compute_segment_kpis
